source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0000932,P-body,1.2304078621960958e-25,True,"""A focus in the cytoplasm where mRNAs may become inactivated by decapping or some other mechanism. Protein and RNA localized to these foci are involved in mRNA degradation, nonsense-mediated mRNA decay (NMD), translational repression, and RNA-mediated gene silencing."" [GOC:clt, PMID:12730603]",100,118,21,22115,0.17796610169491525,0.21,query_1,['GO:0036464']
GO:CC,GO:0005829,cytosol,1.822829798612254e-24,True,"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]",5513,118,85,22115,0.7203389830508474,0.015418102666424814,query_1,"['GO:0005737', 'GO:0110165']"
GO:CC,GO:0030014,CCR4-NOT complex,7.820301548039128e-20,True,"""The Ccr4-Not complex is an eukaryotically conserved deadenylase that can initiate cytoplasmic mRNA decay, and reduce translation by releasing poly(A)-binding protein (Pab1/PABPC1). Ccr4-Not contains seven core subunits, including two poly(A)-specific exonucleases, Ccr4/CNOT6/CNOT6L and Caf1/Pop2/CNOT7/CNOT8."" [GOC:sart, PMID:11113136, PMID:11239395, PMID:22785621, PMID:30601114]",16,118,11,22115,0.09322033898305085,0.6875,query_1,['GO:0140535']
GO:CC,GO:0036464,cytoplasmic ribonucleoprotein granule,4.666164069774954e-18,True,"""A ribonucleoprotein granule located in the cytoplasm."" [GOC:bf, GOC:PARL, PMID:15121898]",256,118,22,22115,0.1864406779661017,0.0859375,query_1,"['GO:0005737', 'GO:0035770']"
GO:CC,GO:0005737,cytoplasm,5.445709224083316e-18,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12394,118,111,22115,0.940677966101695,0.00895594642568985,query_1,"['GO:0005622', 'GO:0110165']"
GO:CC,GO:0035770,ribonucleoprotein granule,1.8969603287557002e-17,True,"""A non-membranous macromolecular complex containing proteins and translationally silenced mRNAs. RNA granules contain proteins that control the localization, stability, and translation of their RNA cargo. Different types of RNA granules (RGs) exist, depending on the cell type and cellular conditions."" [GOC:go_curators, GOC:sp, PMID:16520386, PMID:20368989, PMID:21436445]",273,118,22,22115,0.1864406779661017,0.08058608058608059,query_1,"['GO:0043232', 'GO:0099080']"
GO:CC,GO:0005813,centrosome,4.113711662444447e-14,True,"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]",733,118,28,22115,0.23728813559322035,0.03819918144611187,query_1,['GO:0005815']
GO:CC,GO:0005815,microtubule organizing center,3.4819375245113473e-12,True,"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]",874,118,28,22115,0.23728813559322035,0.032036613272311214,query_1,"['GO:0015630', 'GO:0110165']"
GO:CC,GO:0030015,CCR4-NOT core complex,6.004311643133237e-12,True,"""The core of the CCR4-NOT complex. In Saccharomyces the CCR4-NOT core complex comprises Ccr4p, Caf1p, Caf40p, Caf130p, Not1p, Not2p, Not3p, Not4p, and Not5p."" [GOC:sart, PMID:11113136]",6,118,6,22115,0.05084745762711865,1.0,query_1,"['GO:0030014', 'GO:0140535']"
GO:CC,GO:0099080,supramolecular complex,1.610011750126501e-11,True,"""A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber."" [GOC:dos]",1426,118,34,22115,0.288135593220339,0.023842917251051893,query_1,['GO:0110165']
GO:CC,GO:0005814,centriole,9.71736533413129e-10,True,"""A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."" [ISBN:0198547684]",160,118,13,22115,0.11016949152542373,0.08125,query_1,"['GO:0005815', 'GO:0043232']"
GO:CC,GO:0140535,intracellular protein-containing complex,1.244572514655913e-09,True,"""A protein-containing complex located intracellularly."" [GOC:pg]",948,118,26,22115,0.22033898305084745,0.027426160337552744,query_1,['GO:0032991']
GO:CC,GO:0015630,microtubule cytoskeleton,2.4263303526346968e-09,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]",1414,118,31,22115,0.2627118644067797,0.021923620933521924,query_1,['GO:0005856']
GO:CC,GO:0070971,endoplasmic reticulum exit site,7.196514301376148e-08,True,"""An endoplasmic reticulum part at which COPII-coated vesicles are produced."" [NIF_Subcellular:sao124393998, PMID:15623529, PMID:16957052]",31,118,7,22115,0.059322033898305086,0.22580645161290322,query_1,"['GO:0005783', 'GO:0110165']"
GO:CC,GO:0030120,vesicle coat,4.6353762202093874e-07,True,"""A membrane coat found on a coated vesicle."" [GOC:mah]",63,118,8,22115,0.06779661016949153,0.12698412698412698,query_1,"['GO:0030117', 'GO:0030662']"
