source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005654,nucleoplasm,1.3068335087458667e-43,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",4229,124,97,22115,0.782258064516129,0.022936864506975643,query_1,"['GO:0031981', 'GO:0110165']"
GO:CC,GO:0031981,nuclear lumen,3.692357144053868e-34,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5524,124,98,22115,0.7903225806451613,0.01774076755973932,query_1,"['GO:0005634', 'GO:0070013']"
GO:CC,GO:0005634,nucleus,1.0223921744098444e-30,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",10058,124,118,22115,0.9516129032258065,0.011731954662954862,query_1,['GO:0043231']
GO:CC,GO:0070013,intracellular organelle lumen,7.326523338047752e-28,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",6663,124,99,22115,0.7983870967741935,0.014858171994597028,query_1,"['GO:0043229', 'GO:0043233']"
GO:CC,GO:0043233,organelle lumen,7.326523338047752e-28,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",6663,124,99,22115,0.7983870967741935,0.014858171994597028,query_1,"['GO:0031974', 'GO:0043226']"
GO:CC,GO:0031974,membrane-enclosed lumen,7.326523338047752e-28,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",6663,124,99,22115,0.7983870967741935,0.014858171994597028,query_1,['GO:0110165']
GO:CC,GO:0005694,chromosome,3.516500051278165e-17,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",1956,124,48,22115,0.3870967741935484,0.024539877300613498,query_1,['GO:0043232']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,7.89532812889276e-15,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14608,124,120,22115,0.967741935483871,0.008214676889375685,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0000785,chromatin,1.4370690624554152e-14,True,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",1371,124,38,22115,0.3064516129032258,0.027716994894237783,query_1,"['GO:0005694', 'GO:0110165']"
GO:CC,GO:0043227,membrane-bounded organelle,1.6232225373833375e-12,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",15672,124,121,22115,0.9758064516129032,0.007720775906074528,query_1,['GO:0043226']
GO:CC,GO:1902494,catalytic complex,1.4584698985990835e-11,True,"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]",1699,124,38,22115,0.3064516129032258,0.022366097704532076,query_1,['GO:0032991']
GO:CC,GO:0043229,intracellular organelle,2.0175112478392593e-11,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",16022,124,121,22115,0.9758064516129032,0.007552115840719012,query_1,"['GO:0005622', 'GO:0043226']"
GO:CC,GO:0140513,nuclear protein-containing complex,3.709111425799369e-09,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",2679,124,44,22115,0.3548387096774194,0.016424038820455393,query_1,"['GO:0005634', 'GO:0032991']"
GO:CC,GO:0043226,organelle,4.627400453665431e-09,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",16811,124,121,22115,0.9758064516129032,0.007197668193444768,query_1,['GO:0110165']
GO:CC,GO:0005622,intracellular anatomical structure,2.18953698200983e-08,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",17842,124,123,22115,0.9919354838709677,0.006893845981392221,query_1,['GO:0110165']
GO:CC,GO:0016604,nuclear body,4.187017480493162e-08,True,"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]",894,124,24,22115,0.1935483870967742,0.026845637583892617,query_1,"['GO:0005654', 'GO:0110165']"
GO:CC,GO:0005667,transcription regulator complex,2.0163990301765594e-07,True,"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]",519,124,18,22115,0.14516129032258066,0.03468208092485549,query_1,['GO:0032991']
GO:CC,GO:0032991,protein-containing complex,4.1976002964403043e-07,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]",7861,124,77,22115,0.6209677419354839,0.009795191451469279,query_1,['GO:0005575']
GO:CC,GO:1990907,beta-catenin-TCF complex,1.7820929610084786e-06,True,"""A protein complex that contains beta-catenin and a member of the T-cell factor (TCF)/lymphoid enhancer binding factor (LEF) family of transcription factors."" [GOC:bf, GOC:PARL, PMID:11751639, PMID:16936075, PMID:20123964, PMID:21075118, PMID:9419974]",13,124,5,22115,0.04032258064516129,0.38461538461538464,query_1,['GO:0090575']
GO:CC,GO:0016607,nuclear speck,2.8487664547524896e-05,True,"""A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."" [PMID:28977640]",419,124,14,22115,0.11290322580645161,0.03341288782816229,query_1,['GO:0016604']
GO:CC,GO:0140535,intracellular protein-containing complex,8.881634591313459e-05,True,"""A protein-containing complex located intracellularly."" [GOC:pg]",948,124,20,22115,0.16129032258064516,0.02109704641350211,query_1,['GO:0032991']
GO:CC,GO:1990234,transferase complex,0.00019865803168575528,True,"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]",906,124,19,22115,0.1532258064516129,0.02097130242825607,query_1,['GO:1902494']
GO:CC,GO:0090575,RNA polymerase II transcription regulator complex,0.0005605458595906117,True,"""A transcription factor complex that acts at a regulatory region of a gene transcribed by RNA polymerase II."" [GOC:tb]",258,124,10,22115,0.08064516129032258,0.03875968992248062,query_1,"['GO:0005667', 'GO:0140513']"
GO:CC,GO:0000502,proteasome complex,0.0005831436724592609,True,"""A large multisubunit complex which catalyzes protein degradation, found in eukaryotes, archaea and some bacteria. In eukaryotes, this complex consists of the barrel shaped proteasome core complex and one or two associated proteins or complexes that act in regulating entry into or exit from the core."" [GOC:rb, Wikipedia:Proteasome]",67,124,6,22115,0.04838709677419355,0.08955223880597014,query_1,"['GO:0140535', 'GO:1905369']"
