source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,1.711603608586701e-82,True,"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]",1226,211,113,22115,0.5355450236966824,0.09216965742251224,query_1,"['GO:0012505', 'GO:0016020']"
GO:CC,GO:0005783,endoplasmic reticulum,8.32121376598571e-81,True,"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]",2066,211,133,22115,0.6303317535545023,0.0643756050338819,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
GO:CC,GO:0098827,endoplasmic reticulum subcompartment,1.6294490409728525e-80,True,"""A distinct region of the endoplasmic reticulum."" [GOC:dos]",1209,211,111,22115,0.5260663507109005,0.09181141439205956,query_1,"['GO:0005783', 'GO:0031984']"
GO:CC,GO:0005789,endoplasmic reticulum membrane,1.9680792624139055e-79,True,"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]",1203,211,110,22115,0.5213270142180095,0.0914380714879468,query_1,"['GO:0031090', 'GO:0042175', 'GO:0098827']"
GO:CC,GO:0031984,organelle subcompartment,1.7851722204147075e-75,True,"""A compartment that consists of a lumen and an enclosing membrane, and is part of an organelle."" [GOC:mah, GOC:pz]",1530,211,116,22115,0.5497630331753555,0.07581699346405228,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']"
GO:CC,GO:0012505,endomembrane system,2.1995174471398268e-73,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4803,211,171,22115,0.8104265402843602,0.03560274828232355,query_1,['GO:0110165']
GO:CC,GO:0031090,organelle membrane,1.0333275772731554e-57,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3787,211,143,22115,0.6777251184834123,0.037760760496435175,query_1,"['GO:0016020', 'GO:0043227']"
GO:CC,GO:0016020,membrane,1.8454590940453647e-40,True,"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",9912,211,189,22115,0.8957345971563981,0.019067796610169493,query_1,['GO:0110165']
GO:CC,GO:0005737,cytoplasm,1.0671137683113272e-26,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12394,211,192,22115,0.909952606635071,0.015491366790382443,query_1,"['GO:0005622', 'GO:0110165']"
GO:CC,GO:0098588,bounding membrane of organelle,9.701469286669062e-18,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",2217,211,70,22115,0.33175355450236965,0.031574199368516014,query_1,['GO:0031090']
GO:CC,GO:0005635,nuclear envelope,6.428190204244984e-16,True,"""The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."" [ISBN:0198547684]",501,211,33,22115,0.15639810426540285,0.0658682634730539,query_1,"['GO:0005634', 'GO:0012505', 'GO:0031967']"
GO:CC,GO:0005794,Golgi apparatus,1.2393060484187074e-13,True,"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]",1640,211,54,22115,0.2559241706161137,0.032926829268292684,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.297928451654858e-13,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14608,211,190,22115,0.9004739336492891,0.013006571741511501,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0000139,Golgi membrane,6.491680629696444e-13,True,"""The lipid bilayer surrounding any of the compartments of the Golgi apparatus."" [GOC:mah]",676,211,34,22115,0.16113744075829384,0.05029585798816568,query_1,"['GO:0005794', 'GO:0098588']"
GO:CC,GO:0071782,endoplasmic reticulum tubular network,7.426822826012567e-13,True,"""A subcompartment of the endoplasmic reticulum consisting of tubules having membranes with high curvature in cross-section."" [GOC:vw, PMID:16469703, PMID:20434336]",30,211,11,22115,0.052132701421800945,0.36666666666666664,query_1,['GO:0098827']
