source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005813,centrosome,3.5575061415848727e-60,True,"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]",733,263,87,22115,0.33079847908745247,0.11869031377899045,query_1,['GO:0005815']
GO:CC,GO:0005815,microtubule organizing center,3.362295312703407e-58,True,"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]",874,263,91,22115,0.34600760456273766,0.10411899313501144,query_1,"['GO:0015630', 'GO:0110165']"
GO:CC,GO:0015630,microtubule cytoskeleton,8.219128087970904e-53,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]",1414,263,104,22115,0.39543726235741444,0.07355021216407355,query_1,['GO:0005856']
GO:CC,GO:0005856,cytoskeleton,5.6971426052401186e-42,True,"""A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, PMID:16959967, PMID:27419875]",2440,263,118,22115,0.44866920152091255,0.04836065573770492,query_1,['GO:0043232']
GO:CC,GO:0005829,cytosol,3.170816135483902e-36,True,"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]",5513,263,165,22115,0.6273764258555133,0.02992925811717758,query_1,"['GO:0005737', 'GO:0110165']"
GO:CC,GO:0005737,cytoplasm,1.0059085235750635e-26,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12394,263,231,22115,0.8783269961977186,0.018638050669678878,query_1,"['GO:0005622', 'GO:0110165']"
GO:CC,GO:0005814,centriole,3.8035734798522526e-26,True,"""A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."" [ISBN:0198547684]",160,263,31,22115,0.11787072243346007,0.19375,query_1,"['GO:0005815', 'GO:0043232']"
GO:CC,GO:0034451,centriolar satellite,1.284334788538444e-23,True,"""A small (70-100 nm) cytoplasmic granule that contains a number of centrosomal proteins; centriolar satellites traffic toward microtubule minus ends and are enriched near the centrosome."" [GOC:BHF, PMID:10579718, PMID:12403812]",128,263,27,22115,0.10266159695817491,0.2109375,query_1,"['GO:0005813', 'GO:0110165']"
GO:CC,GO:0043232,intracellular membraneless organelle,6.894008606421929e-22,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",6606,263,158,22115,0.6007604562737643,0.023917650620647896,query_1,"['GO:0043228', 'GO:0043229']"
GO:CC,GO:0043228,membraneless organelle,7.01567360539448e-22,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",6607,263,158,22115,0.6007604562737643,0.023914030573634025,query_1,['GO:0043226']
