source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005783,endoplasmic reticulum,2.8582664496784317e-84,True,"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]",2066,162,119,22115,0.7345679012345679,0.05759922555663117,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
GO:CC,GO:0005788,endoplasmic reticulum lumen,1.2826980855261877e-70,True,"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]",312,162,62,22115,0.38271604938271603,0.1987179487179487,query_1,"['GO:0005783', 'GO:0070013']"
GO:CC,GO:0012505,endomembrane system,1.9462454754953454e-64,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4803,162,138,22115,0.8518518518518519,0.02873204247345409,query_1,['GO:0110165']
GO:CC,GO:0005789,endoplasmic reticulum membrane,7.586723698336879e-32,True,"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]",1203,162,60,22115,0.37037037037037035,0.04987531172069826,query_1,"['GO:0031090', 'GO:0042175', 'GO:0098827']"
GO:CC,GO:0098827,endoplasmic reticulum subcompartment,1.0010911349857711e-31,True,"""A distinct region of the endoplasmic reticulum."" [GOC:dos]",1209,162,60,22115,0.37037037037037035,0.04962779156327544,query_1,"['GO:0005783', 'GO:0031984']"
GO:CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,2.1777183010768065e-31,True,"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]",1226,162,60,22115,0.37037037037037035,0.048939641109298535,query_1,"['GO:0012505', 'GO:0016020']"
GO:CC,GO:0031984,organelle subcompartment,7.460775887626677e-31,True,"""A compartment that consists of a lumen and an enclosing membrane, and is part of an organelle."" [GOC:mah, GOC:pz]",1530,162,65,22115,0.4012345679012346,0.042483660130718956,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']"
GO:CC,GO:0140534,endoplasmic reticulum protein-containing complex,1.3300918234821416e-30,True,"""A protein complex that is part of an endoplasmic reticulum."" [GOC:pg]",118,162,27,22115,0.16666666666666666,0.2288135593220339,query_1,"['GO:0005783', 'GO:0032991']"
GO:CC,GO:0005737,cytoplasm,1.1178555694509762e-22,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12394,162,150,22115,0.9259259259259259,0.012102630304986284,query_1,"['GO:0005622', 'GO:0110165']"
GO:CC,GO:0031090,organelle membrane,2.050608936214155e-17,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3787,162,78,22115,0.48148148148148145,0.020596778452601005,query_1,"['GO:0016020', 'GO:0043227']"
GO:CC,GO:0034663,endoplasmic reticulum chaperone complex,8.235721676087266e-16,True,"""A protein complex that is located in the endoplasmic reticulum and is composed of chaperone proteins, including BiP, GRP94; CaBP1, protein disulfide isomerase (PDI), ERdj3, cyclophilin B, ERp72, GRP170, UDP-glucosyltransferase, and SDF2-L1."" [PMID:12475965]",11,162,9,22115,0.05555555555555555,0.8181818181818182,query_1,['GO:0140534']
GO:CC,GO:0070062,extracellular exosome,3.3900201975191995e-15,True,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",2110,162,55,22115,0.3395061728395062,0.026066350710900472,query_1,"['GO:0005615', 'GO:1903561']"
GO:CC,GO:0005615,extracellular space,5.437921815439182e-15,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",3303,162,69,22115,0.42592592592592593,0.02089009990917348,query_1,"['GO:0005576', 'GO:0110165']"
GO:CC,GO:1903561,extracellular vesicle,5.614143869643292e-15,True,"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",2134,162,55,22115,0.3395061728395062,0.02577319587628866,query_1,"['GO:0031982', 'GO:0065010']"
GO:CC,GO:0043230,extracellular organelle,5.732484075545412e-15,True,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",2135,162,55,22115,0.3395061728395062,0.02576112412177986,query_1,"['GO:0005576', 'GO:0043226']"
GO:CC,GO:0065010,extracellular membrane-bounded organelle,5.732484075545412e-15,True,"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",2135,162,55,22115,0.3395061728395062,0.02576112412177986,query_1,"['GO:0043227', 'GO:0043230']"
GO:CC,GO:0043231,intracellular membrane-bounded organelle,4.694276023593085e-14,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14608,162,151,22115,0.9320987654320988,0.010336801752464403,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0031982,vesicle,4.9173485204487436e-14,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",4012,162,75,22115,0.46296296296296297,0.01869391824526421,query_1,['GO:0043227']
GO:CC,GO:0042470,melanosome,5.249746615350989e-14,True,"""A tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. Melanosomes are synthesized in melanocyte cells."" [GOC:jl, PMID:11584301]",112,162,16,22115,0.09876543209876543,0.14285714285714285,query_1,['GO:0048770']
