source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005681,spliceosomal complex,1.4983747897535687e-101,True,"""Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA."" [GOC:editors, GOC:mah, ISBN:0198547684, PMID:19239890]",207,218,77,22115,0.3532110091743119,0.3719806763285024,query_1,"['GO:0140513', 'GO:1990904']"
GO:CC,GO:0005654,nucleoplasm,2.4714837101304167e-96,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",4229,218,185,22115,0.8486238532110092,0.04374556632773705,query_1,"['GO:0031981', 'GO:0110165']"
GO:CC,GO:0016607,nuclear speck,5.980702921829298e-81,True,"""A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."" [PMID:28977640]",419,218,81,22115,0.37155963302752293,0.19331742243436753,query_1,['GO:0016604']
GO:CC,GO:0031981,nuclear lumen,9.174645803181026e-77,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5524,218,186,22115,0.8532110091743119,0.03367125271542361,query_1,"['GO:0005634', 'GO:0070013']"
GO:CC,GO:0071013,catalytic step 2 spliceosome,1.9287785299706626e-71,True,"""A spliceosomal complex that contains three snRNPs, including U5, bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the associated snRNPs."" [GOC:ab, GOC:krc, GOC:mah, ISBN:0879695897, ISBN:0879697393, PMID:18322460, PMID:19239890]",89,218,48,22115,0.22018348623853212,0.5393258426966292,query_1,"['GO:0005681', 'GO:1902494']"
GO:CC,GO:0016604,nuclear body,1.6619120650138565e-68,True,"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]",894,218,93,22115,0.42660550458715596,0.1040268456375839,query_1,"['GO:0005654', 'GO:0110165']"
GO:CC,GO:0005634,nucleus,7.452039037364725e-67,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",10058,218,215,22115,0.9862385321100917,0.021376019089282165,query_1,['GO:0043231']
GO:CC,GO:0043233,organelle lumen,1.6434289662427594e-63,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",6663,218,187,22115,0.8577981651376146,0.02806543598979439,query_1,"['GO:0031974', 'GO:0043226']"
GO:CC,GO:0031974,membrane-enclosed lumen,1.6434289662427594e-63,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",6663,218,187,22115,0.8577981651376146,0.02806543598979439,query_1,['GO:0110165']
GO:CC,GO:0070013,intracellular organelle lumen,1.6434289662427594e-63,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",6663,218,187,22115,0.8577981651376146,0.02806543598979439,query_1,"['GO:0043229', 'GO:0043233']"
GO:CC,GO:0005684,U2-type spliceosomal complex,1.6349798561189903e-53,True,"""Any spliceosomal complex that forms during the splicing of a messenger RNA primary transcript to excise an intron that has canonical consensus sequences near the 5' and 3' ends."" [GOC:krc, GOC:mah, PMID:11343900]",94,218,40,22115,0.1834862385321101,0.425531914893617,query_1,['GO:0005681']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.2209134182867348e-35,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14608,218,217,22115,0.9954128440366973,0.01485487404162103,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0140513,nuclear protein-containing complex,7.034574326566366e-33,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",2679,218,100,22115,0.45871559633027525,0.03732736095558044,query_1,"['GO:0005634', 'GO:0032991']"
GO:CC,GO:1990904,ribonucleoprotein complex,9.313100088184119e-33,True,"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",2746,218,101,22115,0.463302752293578,0.03678077203204661,query_1,['GO:0032991']
GO:CC,GO:0071007,U2-type catalytic step 2 spliceosome,2.8710655555788493e-31,True,"""A spliceosomal complex that contains the U2, U5 and U6 snRNPs bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the U2, U5 and U6 snRNPs."" [GOC:ab, GOC:krc, GOC:mah, ISBN:0879695897, ISBN:0879697393, PMID:18322460, PMID:19239890]",30,218,20,22115,0.09174311926605505,0.6666666666666666,query_1,"['GO:0005684', 'GO:0071013']"
GO:CC,GO:0043227,membrane-bounded organelle,4.952468186465862e-29,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",15672,218,217,22115,0.9954128440366973,0.013846350178662583,query_1,['GO:0043226']
GO:CC,GO:0043229,intracellular organelle,5.845168553531664e-27,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",16022,218,217,22115,0.9954128440366973,0.013543877168892772,query_1,"['GO:0005622', 'GO:0043226']"
