source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0098588,bounding membrane of organelle,1.3474967365537304e-98,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",2217,252,164,22115,0.6507936507936508,0.07397383852052324,query_1,['GO:0031090']
GO:CC,GO:0005768,endosome,1.5092053604678269e-89,True,"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]",1070,252,122,22115,0.48412698412698413,0.11401869158878504,query_1,"['GO:0012505', 'GO:0031410']"
GO:CC,GO:0031410,cytoplasmic vesicle,1.5992043942320228e-81,True,"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]",2523,252,157,22115,0.623015873015873,0.06222750693618708,query_1,"['GO:0005737', 'GO:0097708']"
GO:CC,GO:0097708,intracellular vesicle,2.283016487724165e-81,True,"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]",2529,252,157,22115,0.623015873015873,0.06207987346777382,query_1,"['GO:0031982', 'GO:0043231']"
GO:CC,GO:0030659,cytoplasmic vesicle membrane,1.5736704278812934e-79,True,"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]",1234,252,120,22115,0.47619047619047616,0.09724473257698542,query_1,"['GO:0012506', 'GO:0031410']"
GO:CC,GO:0012506,vesicle membrane,5.98098728429256e-79,True,"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]",1248,252,120,22115,0.47619047619047616,0.09615384615384616,query_1,"['GO:0031090', 'GO:0031982']"
GO:CC,GO:0031090,organelle membrane,6.305956665268359e-78,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3787,252,179,22115,0.7103174603174603,0.04726696593609717,query_1,"['GO:0016020', 'GO:0043227']"
GO:CC,GO:0010008,endosome membrane,8.635947196926511e-73,True,"""The lipid bilayer surrounding an endosome."" [GOC:mah]",573,252,88,22115,0.3492063492063492,0.15357766143106458,query_1,"['GO:0005768', 'GO:0030659', 'GO:0098588']"
GO:CC,GO:0012505,endomembrane system,6.898058241114089e-71,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4803,252,189,22115,0.75,0.03935040599625234,query_1,['GO:0110165']
GO:CC,GO:0031982,vesicle,1.6801853539651256e-65,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",4012,252,171,22115,0.6785714285714286,0.042622133599202396,query_1,['GO:0043227']
GO:CC,GO:0005773,vacuole,7.013712051200286e-61,True,"""A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."" [GOC:mtg_sensu, ISBN:0198506732]",856,252,91,22115,0.3611111111111111,0.10630841121495327,query_1,"['GO:0005737', 'GO:0043231']"
GO:CC,GO:0000323,lytic vacuole,3.079189804235926e-59,True,"""A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases."" [GOC:krc]",763,252,86,22115,0.3412698412698413,0.1127129750982962,query_1,['GO:0005773']
GO:CC,GO:0005764,lysosome,3.079189804235926e-59,True,"""A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."" [GOC:mah, ISBN:0198506732]",763,252,86,22115,0.3412698412698413,0.1127129750982962,query_1,['GO:0000323']
GO:CC,GO:0098852,lytic vacuole membrane,1.5522217748244748e-58,True,"""The lipid bilayer surrounding a lytic vacuole and separating its contents from the cytoplasm of the cell."" [GOC:dos]",446,252,71,22115,0.28174603174603174,0.1591928251121076,query_1,"['GO:0000323', 'GO:0005774']"
GO:CC,GO:0005765,lysosomal membrane,1.5522217748244748e-58,True,"""The lipid bilayer surrounding the lysosome and separating its contents from the cell cytoplasm."" [GOC:ai]",446,252,71,22115,0.28174603174603174,0.1591928251121076,query_1,"['GO:0005764', 'GO:0098852']"
GO:CC,GO:0005774,vacuolar membrane,3.030949889140496e-58,True,"""The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell."" [GOC:ai]",489,252,73,22115,0.2896825396825397,0.1492842535787321,query_1,"['GO:0005773', 'GO:0098588']"
GO:CC,GO:0005769,early endosome,1.9648989988457655e-54,True,"""A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways."" [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]",428,252,67,22115,0.26587301587301587,0.15654205607476634,query_1,['GO:0005768']
GO:CC,GO:0016020,membrane,6.975426155122396e-50,True,"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",9912,252,227,22115,0.9007936507936508,0.022901533494753833,query_1,['GO:0110165']
GO:CC,GO:0005794,Golgi apparatus,4.148748699995384e-42,True,"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732]",1640,252,97,22115,0.38492063492063494,0.05914634146341463,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
GO:CC,GO:0031901,early endosome membrane,2.7980054427566388e-39,True,"""The lipid bilayer surrounding an early endosome."" [GOC:pz]",192,252,42,22115,0.16666666666666666,0.21875,query_1,"['GO:0005769', 'GO:0010008']"
GO:CC,GO:0005737,cytoplasm,1.0039756610860533e-32,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12394,252,230,22115,0.9126984126984127,0.018557366467645636,query_1,"['GO:0005622', 'GO:0110165']"
GO:CC,GO:0005770,late endosome,3.8472732450046073e-32,True,"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]",318,252,44,22115,0.1746031746031746,0.13836477987421383,query_1,['GO:0005768']
GO:CC,GO:0098791,Golgi apparatus subcompartment,1.0598403543924986e-29,True,"""A compartment that consists of a lumen and an enclosing membrane, and is part of the Golgi apparatus."" [GOC:dos]",384,252,45,22115,0.17857142857142858,0.1171875,query_1,"['GO:0005794', 'GO:0031984']"
GO:CC,GO:0005802,trans-Golgi network,2.4338666764791207e-29,True,"""The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."" [GOC:vw, ISBN:0815316194]",264,252,39,22115,0.15476190476190477,0.14772727272727273,query_1,['GO:0098791']
GO:CC,GO:0030133,transport vesicle,2.2568853388527838e-27,True,"""Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell."" [GOC:mah, PMID:22160157]",434,252,45,22115,0.17857142857142858,0.10368663594470046,query_1,"['GO:0012505', 'GO:0031410']"
GO:CC,GO:0030136,clathrin-coated vesicle,1.2619564781981041e-23,True,"""A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."" [GOC:mah, PMID:11252894]",218,252,32,22115,0.12698412698412698,0.14678899082568808,query_1,['GO:0030135']
GO:CC,GO:0000139,Golgi membrane,6.717685510636478e-23,True,"""The lipid bilayer surrounding any of the compartments of the Golgi apparatus."" [GOC:mah]",676,252,49,22115,0.19444444444444445,0.07248520710059171,query_1,"['GO:0005794', 'GO:0098588']"
GO:CC,GO:0030135,coated vesicle,8.07497256969252e-22,True,"""Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."" [ISBN:0815316194]",315,252,35,22115,0.1388888888888889,0.1111111111111111,query_1,['GO:0031410']
GO:CC,GO:0030139,endocytic vesicle,1.6608919021076637e-21,True,"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]",346,252,36,22115,0.14285714285714285,0.10404624277456648,query_1,['GO:0031410']
GO:CC,GO:0031902,late endosome membrane,1.8820910787903115e-21,True,"""The lipid bilayer surrounding a late endosome."" [GOC:pz]",176,252,28,22115,0.1111111111111111,0.1590909090909091,query_1,"['GO:0005770', 'GO:0010008']"
