source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005856,cytoskeleton,2.9373713935865657e-62,True,"""A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, PMID:16959967, PMID:27419875]",2440,391,174,22115,0.44501278772378516,0.07131147540983607,query_1,['GO:0043232']
GO:CC,GO:0005829,cytosol,2.017897522904051e-57,True,"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]",5513,391,249,22115,0.6368286445012787,0.045165971340467986,query_1,"['GO:0005737', 'GO:0110165']"
GO:CC,GO:0005737,cytoplasm,5.953704333753012e-51,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12394,391,356,22115,0.9104859335038363,0.028723575923834115,query_1,"['GO:0005622', 'GO:0110165']"
GO:CC,GO:0070161,anchoring junction,1.3388213111740058e-40,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",905,391,91,22115,0.23273657289002558,0.1005524861878453,query_1,['GO:0030054']
GO:CC,GO:0015629,actin cytoskeleton,5.686465038690368e-32,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]",516,391,63,22115,0.16112531969309463,0.12209302325581395,query_1,['GO:0005856']
GO:CC,GO:0043232,intracellular membraneless organelle,1.1832467841878271e-31,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",6606,391,232,22115,0.5933503836317136,0.03511958825310324,query_1,"['GO:0043228', 'GO:0043229']"
GO:CC,GO:0043228,membraneless organelle,1.2138407776342698e-31,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",6607,391,232,22115,0.5933503836317136,0.03511427274103224,query_1,['GO:0043226']
GO:CC,GO:0030054,cell junction,2.867554428956784e-31,True,"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:26820516, PMID:28096264]",2236,391,126,22115,0.32225063938618925,0.05635062611806798,query_1,['GO:0110165']
GO:CC,GO:0005815,microtubule organizing center,3.5439624558289033e-28,True,"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]",874,391,75,22115,0.1918158567774936,0.08581235697940504,query_1,"['GO:0015630', 'GO:0110165']"
GO:CC,GO:0015630,microtubule cytoskeleton,4.198310492193273e-28,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]",1414,391,95,22115,0.24296675191815856,0.06718528995756719,query_1,['GO:0005856']
GO:CC,GO:0005813,centrosome,7.460168386648378e-25,True,"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]",733,391,65,22115,0.16624040920716113,0.08867667121418826,query_1,['GO:0005815']
GO:CC,GO:0099080,supramolecular complex,1.8261083505162042e-22,True,"""A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber."" [GOC:dos]",1426,391,87,22115,0.22250639386189258,0.061009817671809255,query_1,['GO:0110165']
GO:CC,GO:0005911,cell-cell junction,6.94713103618902e-22,True,"""A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."" [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]",519,391,52,22115,0.1329923273657289,0.1001926782273603,query_1,['GO:0070161']
GO:CC,GO:0005925,focal adhesion,1.6158144937112939e-21,True,"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]",423,391,47,22115,0.12020460358056266,0.1111111111111111,query_1,['GO:0030055']
GO:CC,GO:0030055,cell-substrate junction,4.418038019938327e-21,True,"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",433,391,47,22115,0.12020460358056266,0.10854503464203233,query_1,['GO:0070161']
GO:CC,GO:0005622,intracellular anatomical structure,5.143983010672822e-20,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",17842,391,379,22115,0.969309462915601,0.02124201322721668,query_1,['GO:0110165']
GO:CC,GO:0042641,actomyosin,4.476219013315849e-19,True,"""Any complex of actin, myosin, and accessory proteins."" [GOC:go_curators]",93,391,24,22115,0.061381074168797956,0.25806451612903225,query_1,"['GO:0015629', 'GO:0110165']"
GO:CC,GO:0005814,centriole,1.1888404998607122e-18,True,"""A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."" [ISBN:0198547684]",160,391,29,22115,0.0741687979539642,0.18125,query_1,"['GO:0005815', 'GO:0043232']"
