source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005634,nucleus,2.459975244009834e-15,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",10058,79,72,22115,0.9113924050632911,0.007158480811294492,query_1,['GO:0043231']
GO:CC,GO:0005694,chromosome,8.704761862229339e-08,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",1956,79,27,22115,0.34177215189873417,0.013803680981595092,query_1,['GO:0043232']
GO:CC,GO:0043227,membrane-bounded organelle,2.1488999788739436e-07,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",15672,79,77,22115,0.9746835443037974,0.004913221031138336,query_1,['GO:0043226']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.387516237650211e-06,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14608,79,74,22115,0.9367088607594937,0.005065717415115006,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0043229,intracellular organelle,1.0802323810638806e-05,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",16022,79,76,22115,0.9620253164556962,0.004743477718137561,query_1,"['GO:0005622', 'GO:0043226']"
GO:CC,GO:0005622,intracellular anatomical structure,1.1067614495555983e-05,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",17842,79,79,22115,1.0,0.004427754736016142,query_1,['GO:0110165']
GO:CC,GO:0043226,organelle,3.334430614952171e-05,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",16811,79,77,22115,0.9746835443037974,0.004580334304919398,query_1,['GO:0110165']
GO:CC,GO:0005654,nucleoplasm,7.184718183735994e-05,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",4229,79,35,22115,0.4430379746835443,0.00827618822416647,query_1,"['GO:0031981', 'GO:0110165']"
GO:CC,GO:0000785,chromatin,0.00032024081821458816,True,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",1371,79,18,22115,0.22784810126582278,0.01312910284463895,query_1,"['GO:0005694', 'GO:0110165']"
GO:CC,GO:0098687,chromosomal region,0.0004518641650668413,True,"""Any subdivision of a chromosome along its length."" [GOC:dos]",403,79,10,22115,0.12658227848101267,0.02481389578163772,query_1,"['GO:0005694', 'GO:0110165']"
GO:CC,GO:0000775,"chromosome, centromeric region",0.001075341209853656,True,"""The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]",259,79,8,22115,0.10126582278481013,0.03088803088803089,query_1,['GO:0098687']
GO:CC,GO:0000792,heterochromatin,0.0031777322611452052,True,"""A compact and highly condensed form of chromatin that is refractory to transcription."" [PMID:32017156]",83,79,5,22115,0.06329113924050633,0.060240963855421686,query_1,['GO:0000785']
GO:CC,GO:0031981,nuclear lumen,0.005434555549515165,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5524,79,37,22115,0.46835443037974683,0.006698044895003621,query_1,"['GO:0005634', 'GO:0070013']"
GO:CC,GO:0016604,nuclear body,0.019898624152059362,True,"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]",894,79,12,22115,0.1518987341772152,0.013422818791946308,query_1,"['GO:0005654', 'GO:0110165']"
GO:CC,GO:0000444,MIS12/MIND type complex,0.03327762603658968,True,"""A multiprotein kinetochore subcomplex that binds to centromeric chromatin and forms part of the outer kinetochore. It helps to recruit outer kinetochore subunits that will bind to microtubules. In humans, it consists of MIS12, DSN1, NSL1 and PMF1."" [GOC:krc, PMID:14633972, PMID:16585270]",5,79,2,22115,0.02531645569620253,0.4,query_1,['GO:0000940']
