source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0031410,cytoplasmic vesicle,1.589064457122198e-41,True,"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]",2523,151,88,22115,0.5827814569536424,0.0348791121680539,query_1,"['GO:0005737', 'GO:0097708']"
GO:CC,GO:0097708,intracellular vesicle,1.928603861895022e-41,True,"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]",2529,151,88,22115,0.5827814569536424,0.03479636219849743,query_1,"['GO:0031982', 'GO:0043231']"
GO:CC,GO:0005768,endosome,1.002364333297087e-36,True,"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]",1070,151,60,22115,0.3973509933774834,0.056074766355140186,query_1,"['GO:0012505', 'GO:0031410']"
GO:CC,GO:0012506,vesicle membrane,6.121798277446198e-33,True,"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]",1248,151,60,22115,0.3973509933774834,0.04807692307692308,query_1,"['GO:0031090', 'GO:0031982']"
GO:CC,GO:0030659,cytoplasmic vesicle membrane,3.7590641937100283e-32,True,"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]",1234,151,59,22115,0.39072847682119205,0.04781199351701783,query_1,"['GO:0012506', 'GO:0031410']"
GO:CC,GO:0031982,vesicle,5.165273187388342e-29,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",4012,151,92,22115,0.609271523178808,0.022931206380857428,query_1,['GO:0043227']
GO:CC,GO:0012505,endomembrane system,2.0424596966458194e-24,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4803,151,94,22115,0.6225165562913907,0.019571101394961484,query_1,['GO:0110165']
GO:CC,GO:0055037,recycling endosome,8.060452712551886e-22,True,"""An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane."" [GOC:dph, GOC:jid, GOC:kmv, GOC:rph, PMID:10930469, PMID:15601896, PMID:16246101, PMID:21556374, PMID:21562044]",203,151,25,22115,0.16556291390728478,0.12315270935960591,query_1,['GO:0005768']
GO:CC,GO:0098588,bounding membrane of organelle,3.940061679642326e-21,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",2217,151,62,22115,0.4105960264900662,0.02796571944068561,query_1,['GO:0031090']
GO:CC,GO:0005769,early endosome,2.4740825576144283e-19,True,"""A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways."" [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]",428,151,30,22115,0.1986754966887417,0.07009345794392523,query_1,['GO:0005768']
