source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005654,nucleoplasm,7.015029336616488e-48,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",4229,196,133,22115,0.6785714285714286,0.03144951525183259,query_1,"['GO:0031981', 'GO:0110165']"
GO:CC,GO:0031981,nuclear lumen,6.5953659244532595e-43,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5524,196,143,22115,0.7295918367346939,0.025887038377986966,query_1,"['GO:0005634', 'GO:0070013']"
GO:CC,GO:0005634,nucleus,4.812028216025043e-39,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",10058,196,178,22115,0.9081632653061225,0.017697355339033605,query_1,['GO:0043231']
GO:CC,GO:0070013,intracellular organelle lumen,3.2831743834389783e-35,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",6663,196,146,22115,0.7448979591836735,0.02191205162839562,query_1,"['GO:0043229', 'GO:0043233']"
GO:CC,GO:0043233,organelle lumen,3.2831743834389783e-35,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",6663,196,146,22115,0.7448979591836735,0.02191205162839562,query_1,"['GO:0031974', 'GO:0043226']"
GO:CC,GO:0031974,membrane-enclosed lumen,3.2831743834389783e-35,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",6663,196,146,22115,0.7448979591836735,0.02191205162839562,query_1,['GO:0110165']
GO:CC,GO:0005694,chromosome,5.087400199716497e-27,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",1956,196,75,22115,0.3826530612244898,0.03834355828220859,query_1,['GO:0043232']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.5785938489662478e-24,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14608,196,190,22115,0.9693877551020408,0.013006571741511501,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0043227,membrane-bounded organelle,2.0314038695827132e-21,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",15672,196,192,22115,0.9795918367346939,0.01225114854517611,query_1,['GO:0043226']
GO:CC,GO:0043229,intracellular organelle,6.175752029771448e-21,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",16022,196,193,22115,0.9846938775510204,0.012045936836849333,query_1,"['GO:0005622', 'GO:0043226']"
GO:CC,GO:0043232,intracellular membraneless organelle,4.067157807767065e-19,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",6606,196,123,22115,0.6275510204081632,0.018619436875567667,query_1,"['GO:0043228', 'GO:0043229']"
GO:CC,GO:0043228,membraneless organelle,4.1250951714979525e-19,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",6607,196,123,22115,0.6275510204081632,0.018616618737702435,query_1,['GO:0043226']
GO:CC,GO:0000785,chromatin,3.7605397088793896e-17,True,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",1371,196,52,22115,0.2653061224489796,0.03792851932895697,query_1,"['GO:0005694', 'GO:0110165']"
GO:CC,GO:0043226,organelle,4.640927130712581e-17,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",16811,196,193,22115,0.9846938775510204,0.01148057819284992,query_1,['GO:0110165']
GO:CC,GO:0005622,intracellular anatomical structure,1.3705280407653166e-16,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",17842,196,196,22115,1.0,0.010985315547584352,query_1,['GO:0110165']
GO:CC,GO:0005730,nucleolus,7.507090638935794e-10,True,"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]",1994,196,51,22115,0.2602040816326531,0.025576730190571714,query_1,"['GO:0031981', 'GO:0043232']"
GO:CC,GO:0008023,transcription elongation factor complex,7.048104725958176e-09,True,"""Any protein complex that interacts with RNA polymerase II to increase (positive transcription elongation factor) or reduce (negative transcription elongation factor) the rate of transcription elongation."" [GOC:jl]",51,196,10,22115,0.05102040816326531,0.19607843137254902,query_1,"['GO:0005654', 'GO:0140513']"
GO:CC,GO:0140513,nuclear protein-containing complex,1.323440323774817e-07,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",2679,196,56,22115,0.2857142857142857,0.020903322135125045,query_1,"['GO:0005634', 'GO:0032991']"
