source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0030054,cell junction,5.011852034367266e-18,True,"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:26820516, PMID:28096264]",2236,164,61,22115,0.3719512195121951,0.02728085867620751,query_1,['GO:0110165']
GO:CC,GO:0016020,membrane,8.359069780261339e-18,True,"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",9912,164,131,22115,0.7987804878048781,0.013216303470540758,query_1,['GO:0110165']
GO:CC,GO:0070161,anchoring junction,6.569678962050146e-17,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",905,164,39,22115,0.23780487804878048,0.0430939226519337,query_1,['GO:0030054']
GO:CC,GO:0005829,cytosol,4.368618268695882e-15,True,"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]",5513,164,92,22115,0.5609756097560976,0.016687828768365682,query_1,"['GO:0005737', 'GO:0110165']"
GO:CC,GO:0005737,cytoplasm,8.90872497022933e-15,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",12394,164,142,22115,0.8658536585365854,0.011457156688720348,query_1,"['GO:0005622', 'GO:0110165']"
GO:CC,GO:0031252,cell leading edge,4.410317086289997e-14,True,"""The area of a motile cell closest to the direction of movement."" [GOC:pg]",429,164,26,22115,0.15853658536585366,0.06060606060606061,query_1,['GO:0110165']
GO:CC,GO:0042995,cell projection,8.653071435853758e-14,True,"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, PMID:16318917]",2399,164,57,22115,0.3475609756097561,0.023759899958315966,query_1,['GO:0110165']
GO:CC,GO:0044291,cell-cell contact zone,1.0011827454194428e-13,True,"""Extended zone of intimate apposition between two cells containing one or more types of intercellular junctions, e.g., the intercalated disk of muscle."" [NIF_Subcellular:sao1299635018]",75,164,14,22115,0.08536585365853659,0.18666666666666668,query_1,['GO:0005911']
GO:CC,GO:0005886,plasma membrane,1.1542724952047033e-13,True,"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]",5783,164,92,22115,0.5609756097560976,0.015908697907660384,query_1,"['GO:0016020', 'GO:0071944']"
GO:CC,GO:0120025,plasma membrane bounded cell projection,2.0929874359955116e-13,True,"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",2286,164,55,22115,0.3353658536585366,0.024059492563429572,query_1,['GO:0042995']
GO:CC,GO:0012505,endomembrane system,3.631750272485317e-13,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4803,164,82,22115,0.5,0.01707266291900895,query_1,['GO:0110165']
GO:CC,GO:0005911,cell-cell junction,4.806312497686263e-13,True,"""A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."" [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]",519,164,27,22115,0.16463414634146342,0.05202312138728324,query_1,['GO:0070161']
GO:CC,GO:0005856,cytoskeleton,8.073629670764706e-13,True,"""A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, PMID:16959967, PMID:27419875]",2440,164,56,22115,0.34146341463414637,0.022950819672131147,query_1,['GO:0043232']
