source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0016514,SWI/SNF complex,1.0990806815206058e-23,True,"""A SWI/SNF-type complex that contains 8 to 14 proteins, including both conserved (core) and nonconserved components; contains the ATPase product of the yeast SNF2 or mammalian SMARCA4/BAF190A/BRG1 gene, or an ortholog thereof."" [GOC:bhm, PMID:12672490]",30,43,12,22115,0.27906976744186046,0.4,query_1,['GO:0070603']
GO:CC,GO:0070603,SWI/SNF superfamily-type complex,3.2604802611844215e-23,True,"""A protein complex that contains an ortholog of the Saccharomyces ATPase Swi2/Snf2 as one of the catalytic subunit components (ATPase) and mediates assembly of nucleosomes, changes to the spacing or structure of nucleosomes, or some combination of those activities in a manner that requires ATP."" [GOC:bhm, GOC:krc, GOC:mah, PMID:16155938]",95,43,15,22115,0.3488372093023256,0.15789473684210525,query_1,"['GO:0000785', 'GO:0140513', 'GO:1904949']"
GO:CC,GO:0000785,chromatin,1.7464344281481292e-21,True,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",1371,43,28,22115,0.6511627906976745,0.020423048869438368,query_1,"['GO:0005694', 'GO:0110165']"
GO:CC,GO:1904949,ATPase complex,3.753510199733079e-21,True,"""A protein complex which is capable of ATPase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:9606181]",128,43,15,22115,0.3488372093023256,0.1171875,query_1,['GO:1902494']
GO:CC,GO:0071565,nBAF complex,4.433236337651171e-19,True,"""A SWI/SNF-type complex that is found in post-mitotic neurons, and in human contains actin and proteins encoded by the ARID1A/BAF250A or ARID1B/BAF250B, SMARCD1/BAF60A, SMARCD3/BAF60C, SMARCA2/BRM/BAF190B, SMARCA4/BRG1/BAF190A, SMARCB1/BAF47, SMARCC1/BAF155, SMARCE1/BAF57, SMARCC2/BAF170, DPF1/BAF45B, DPF3/BAF45C, ACTL6B/BAF53B genes. The nBAF complex along with CREST plays a role regulating the activity of genes essential for dendrite growth."" [GOC:mah, GOC:ss, PMID:17640523]",16,43,9,22115,0.20930232558139536,0.5625,query_1,['GO:0070603']
GO:CC,GO:0016586,RSC-type complex,4.433236337651171e-19,True,"""A SWI/SNF-type complex that contains a bromodomain containing-protein, such as yeast Rsc1 or Rsc4 or mammalian PB1/BAF180. The RSC complex is generally recruited to RNA polymerase III promoters and is specifically recruited to RNA polymerase II promoters by transcriptional activators and repressors; it is also involved in non-homologous end joining."" [GOC:bhm, PMID:11937489, PMID:12672490, PMID:15870268, PMID:19355820, PMID:8980231]",16,43,9,22115,0.20930232558139536,0.5625,query_1,['GO:0070603']
GO:CC,GO:0005694,chromosome,1.296752279663633e-18,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",1956,43,29,22115,0.6744186046511628,0.014826175869120654,query_1,['GO:0043232']
GO:CC,GO:0071564,npBAF complex,7.359588092469306e-17,True,"""A SWI/SNF-type complex that is found in neural stem or progenitor cells, and in human contains actin and proteins encoded by the ARID1A/BAF250A or ARID1B/BAF250B, SMARCD1/BAF60A, SMARCD3/BAF60C, SMARCA2/BRM/BAF190B, SMARCA4/BRG1/BAF190A, SMARCB1/BAF47, SMARCC1/BAF155, SMARCE1/BAF57, SMARCC2/BAF170, PHF10/BAF45A, ACTL6A/BAF53A genes. The npBAF complex is essential for the self-renewal/proliferative capacity of the multipotent neural stem cells."" [GOC:mah, GOC:ss, PMID:17640523]",14,43,8,22115,0.18604651162790697,0.5714285714285714,query_1,['GO:0070603']
GO:CC,GO:0016363,nuclear matrix,2.6546688265066735e-15,True,"""The dense fibrillar network lying on the inner side of the nuclear membrane."" [ISBN:0582227089]",128,43,12,22115,0.27906976744186046,0.09375,query_1,"['GO:0034399', 'GO:0110165']"
GO:CC,GO:0034399,nuclear periphery,2.2054134248501657e-14,True,"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]",152,43,12,22115,0.27906976744186046,0.07894736842105263,query_1,"['GO:0031981', 'GO:0110165']"
