source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005654,nucleoplasm,2.6374370769786662e-31,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",4229,83,67,22115,0.8072289156626506,0.015842988886261528,query_1,"['GO:0031981', 'GO:0110165']"
GO:CC,GO:0031981,nuclear lumen,2.980010315146846e-26,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5524,83,69,22115,0.8313253012048193,0.012490948587979726,query_1,"['GO:0005634', 'GO:0070013']"
GO:CC,GO:0005694,chromosome,1.2276213359824864e-24,True,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",1956,83,46,22115,0.5542168674698795,0.023517382413087935,query_1,['GO:0043232']
GO:CC,GO:0005634,nucleus,4.8145083008665054e-23,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",10058,83,81,22115,0.9759036144578314,0.008053290912706304,query_1,['GO:0043231']
GO:CC,GO:0031974,membrane-enclosed lumen,5.0138838248514665e-21,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",6663,83,69,22115,0.8313253012048193,0.010355695632597929,query_1,['GO:0110165']
GO:CC,GO:0043233,organelle lumen,5.0138838248514665e-21,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",6663,83,69,22115,0.8313253012048193,0.010355695632597929,query_1,"['GO:0031974', 'GO:0043226']"
GO:CC,GO:0070013,intracellular organelle lumen,5.0138838248514665e-21,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",6663,83,69,22115,0.8313253012048193,0.010355695632597929,query_1,"['GO:0043229', 'GO:0043233']"
GO:CC,GO:0000785,chromatin,1.4774587109234884e-19,True,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",1371,83,36,22115,0.43373493975903615,0.0262582056892779,query_1,"['GO:0005694', 'GO:0110165']"
GO:CC,GO:0043232,intracellular membraneless organelle,5.130871866743452e-13,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",6606,83,60,22115,0.7228915662650602,0.009082652134423252,query_1,"['GO:0043228', 'GO:0043229']"
GO:CC,GO:0043228,membraneless organelle,5.17042254151135e-13,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",6607,83,60,22115,0.7228915662650602,0.00908127743302558,query_1,['GO:0043226']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,2.850293924589794e-10,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14608,83,81,22115,0.9759036144578314,0.005544906900328587,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0098687,chromosomal region,5.369058726023901e-10,True,"""Any subdivision of a chromosome along its length."" [GOC:dos]",403,83,16,22115,0.1927710843373494,0.03970223325062035,query_1,"['GO:0005694', 'GO:0110165']"
GO:CC,GO:0001650,fibrillar center,2.944671417316734e-09,True,"""A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures."" [PMID:10754561]",150,83,11,22115,0.13253012048192772,0.07333333333333333,query_1,"['GO:0005730', 'GO:0110165']"
GO:CC,GO:0000775,"chromosome, centromeric region",4.233533977141196e-09,True,"""The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]",259,83,13,22115,0.1566265060240964,0.05019305019305019,query_1,['GO:0098687']
GO:CC,GO:0005730,nucleolus,1.7994442635755833e-08,True,"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]",1994,83,29,22115,0.3493975903614458,0.014543630892678034,query_1,"['GO:0031981', 'GO:0043232']"
GO:CC,GO:0043227,membrane-bounded organelle,6.412667677416567e-08,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",15672,83,81,22115,0.9759036144578314,0.005168453292496171,query_1,['GO:0043226']
GO:CC,GO:0000792,heterochromatin,2.515116668574872e-07,True,"""A compact and highly condensed form of chromatin that is refractory to transcription."" [PMID:32017156]",83,83,8,22115,0.0963855421686747,0.0963855421686747,query_1,['GO:0000785']
GO:CC,GO:0043229,intracellular organelle,3.463713277978973e-07,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",16022,83,81,22115,0.9759036144578314,0.0050555486206466105,query_1,"['GO:0005622', 'GO:0043226']"
GO:CC,GO:0043226,organelle,1.3180023669604753e-05,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",16811,83,81,22115,0.9759036144578314,0.004818273749330795,query_1,['GO:0110165']
GO:CC,GO:0090734,site of DNA damage,0.00011022846746989468,True,"""A region of a chromosome at which DNA damage has occurred. DNA damage signaling and repair proteins accumulate at the lesion to respond to the damage and repair the DNA to form a continuous DNA helix."" [GOC:pg]",122,83,7,22115,0.08433734939759036,0.05737704918032787,query_1,"['GO:0005694', 'GO:0110165']"
GO:CC,GO:0030892,mitotic cohesin complex,0.0002905936967770057,True,"""A cohesin complex that mediates sister chromatid cohesion during mitosis; has a subunit composition distinct from that of the meiotic cohesin complex."" [GOC:mah, PMID:12750522]",6,83,3,22115,0.03614457831325301,0.5,query_1,['GO:0008278']
GO:CC,GO:0005622,intracellular anatomical structure,0.0011000898418043635,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",17842,83,81,22115,0.9759036144578314,0.0045398497926241455,query_1,['GO:0110165']
GO:CC,GO:0055029,nuclear DNA-directed RNA polymerase complex,0.0012262062755233174,True,"""A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."" [GOC:mtg_sensu]",113,83,6,22115,0.07228915662650602,0.05309734513274336,query_1,"['GO:0000428', 'GO:0140513']"
GO:CC,GO:0000428,DNA-directed RNA polymerase complex,0.001575556835690274,True,"""A protein complex that possesses DNA-directed RNA polymerase activity."" [GOC:krc]",118,83,6,22115,0.07228915662650602,0.05084745762711865,query_1,['GO:0030880']
GO:CC,GO:0016604,nuclear body,0.0015932101656685282,True,"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]",894,83,14,22115,0.1686746987951807,0.015659955257270694,query_1,"['GO:0005654', 'GO:0110165']"
