source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0005654,nucleoplasm,2.5867942086243296e-59,True,"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]",4229,153,124,22115,0.8104575163398693,0.02932135256561835,query_1,"['GO:0031981', 'GO:0110165']"
GO:CC,GO:0031981,nuclear lumen,6.084372371338328e-48,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5524,153,126,22115,0.8235294117647058,0.02280955829109341,query_1,"['GO:0005634', 'GO:0070013']"
GO:CC,GO:0031974,membrane-enclosed lumen,2.1138082494424506e-38,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",6663,153,126,22115,0.8235294117647058,0.01891040072039622,query_1,['GO:0110165']
GO:CC,GO:0043233,organelle lumen,2.1138082494424506e-38,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",6663,153,126,22115,0.8235294117647058,0.01891040072039622,query_1,"['GO:0031974', 'GO:0043226']"
GO:CC,GO:0070013,intracellular organelle lumen,2.1138082494424506e-38,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",6663,153,126,22115,0.8235294117647058,0.01891040072039622,query_1,"['GO:0043229', 'GO:0043233']"
GO:CC,GO:0005634,nucleus,2.550615057540564e-37,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",10058,153,145,22115,0.9477124183006536,0.014416384967190296,query_1,['GO:0043231']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,6.3235513431547115e-21,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",14608,153,150,22115,0.9803921568627451,0.010268346111719605,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0005849,mRNA cleavage factor complex,7.771443977888388e-21,True,"""Any macromolecular complex involved in cleavage or polyadenylation of mRNA molecules."" [GOC:mah, PMID:10357856]",29,153,14,22115,0.0915032679738562,0.4827586206896552,query_1,['GO:0140513']
GO:CC,GO:0005681,spliceosomal complex,4.190949830996491e-20,True,"""Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA."" [GOC:editors, GOC:mah, ISBN:0198547684, PMID:19239890]",207,153,24,22115,0.1568627450980392,0.11594202898550725,query_1,"['GO:0140513', 'GO:1990904']"
GO:CC,GO:0016604,nuclear body,4.3442053580271146e-20,True,"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]",894,153,41,22115,0.2679738562091503,0.04586129753914989,query_1,"['GO:0005654', 'GO:0110165']"
GO:CC,GO:0043227,membrane-bounded organelle,7.6161056577393e-18,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",15672,153,151,22115,0.9869281045751634,0.009635017866258295,query_1,['GO:0043226']
GO:CC,GO:0016607,nuclear speck,4.1354951176976987e-16,True,"""A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."" [PMID:28977640]",419,153,27,22115,0.17647058823529413,0.06443914081145585,query_1,['GO:0016604']
GO:CC,GO:0043229,intracellular organelle,3.831481630469757e-15,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",16022,153,150,22115,0.9803921568627451,0.009362127075271502,query_1,"['GO:0005622', 'GO:0043226']"
GO:CC,GO:0140513,nuclear protein-containing complex,1.8380767542753216e-14,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",2679,153,59,22115,0.38562091503267976,0.02202314296379246,query_1,"['GO:0005634', 'GO:0032991']"
GO:CC,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,1.1769920510862158e-13,True,"""A multisubunit complex that binds to the canonical AAUAAA hexamer and to U-rich upstream sequence elements on the pre-mRNA, thereby stimulating the otherwise weakly active and nonspecific polymerase to elongate efficiently RNAs containing a poly(A) signal."" [PMID:14749727]",24,153,10,22115,0.06535947712418301,0.4166666666666667,query_1,['GO:0005849']
