source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0031965,nuclear membrane,3.187978647327036e-23,True,"""Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space."" [GOC:mah, GOC:pz]",316,38,19,22115,0.5,0.060126582278481014,query_1,"['GO:0005635', 'GO:0031090']"
GO:CC,GO:0005635,nuclear envelope,4.5161243083435836e-21,True,"""The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."" [ISBN:0198547684]",501,38,20,22115,0.5263157894736842,0.03992015968063872,query_1,"['GO:0005634', 'GO:0012505', 'GO:0031967']"
GO:CC,GO:0031967,organelle envelope,5.760259006074299e-13,True,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",1300,38,20,22115,0.5263157894736842,0.015384615384615385,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']"
GO:CC,GO:0005637,nuclear inner membrane,1.2104563362749278e-11,True,"""The inner, i.e. lumen-facing, lipid bilayer of the nuclear envelope."" [GOC:ma]",57,38,8,22115,0.21052631578947367,0.14035087719298245,query_1,"['GO:0019866', 'GO:0031965']"
GO:CC,GO:0005643,nuclear pore,1.2337233015647897e-11,True,"""A protein complex providing a discrete opening in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined."" [ISBN:0198547684]",96,38,9,22115,0.23684210526315788,0.09375,query_1,"['GO:0005635', 'GO:0140513']"
GO:CC,GO:0031090,organelle membrane,7.761065242422257e-09,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3787,38,25,22115,0.6578947368421053,0.006601531555320834,query_1,"['GO:0016020', 'GO:0043227']"
GO:CC,GO:0005652,nuclear lamina,1.179880564533791e-06,True,"""The fibrous, electron-dense layer lying on the nucleoplasmic side of the inner membrane of a cell nucleus, composed of lamin filaments. The polypeptides of the lamina are thought to be concerned in the dissolution of the nuclear envelope and its re-formation during mitosis. The lamina is composed of lamin A and lamin C filaments cross-linked into an orthogonal lattice, which is attached via lamin B to the inner nuclear membrane through interactions with a lamin B receptor, an IFAP, in the membrane."" [ISBN:0198506732, ISBN:0716731363]",13,38,4,22115,0.10526315789473684,0.3076923076923077,query_1,"['GO:0034399', 'GO:0110165']"
GO:CC,GO:0012505,endomembrane system,1.4875731678913596e-06,True,"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]",4803,38,25,22115,0.6578947368421053,0.005205080158234437,query_1,['GO:0110165']
GO:CC,GO:0034399,nuclear periphery,1.4993203690313945e-06,True,"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]",152,38,7,22115,0.18421052631578946,0.046052631578947366,query_1,"['GO:0031981', 'GO:0110165']"
GO:CC,GO:0044615,nuclear pore nuclear basket,0.00022944761854632977,True,"""A filamentous, cage-like assembly on the nuclear face of the nuclear pore complex (NPC). In S. cerevisiae, Mlp1p and Mlp2p are two major components of the NPC nuclear basket. In vertebrates, Tpr is a major component."" [GOC:dgf, PMID:18046406, PMID:19524430, PMID:20947011, PMID:22419078]",12,38,3,22115,0.07894736842105263,0.25,query_1,"['GO:0005643', 'GO:0140513']"
